the_geom,sysid,sum_min,num_trip,lat,lng,sysname,year,assigned_month,pct_ttl_num_trips,bin_num_trip,mar_ind,sysorder,may_ind,dateStr,dateTxt,display,sysname_alt,yroverchange,yroverchange_bin,trip_type
POINT (-122.6764816 45.5230622),74,98427.45,7106,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,11,0.887362637,4,1,13,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Portland, OR (BikeTown)",,,2
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,11,,,1,14,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,1
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2019,11,,,1,1,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,2
POINT (-87.6297982 41.8781136),60,1957895.233,163845,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,11,0.069814799,3,1,4,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,1
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2019,11,,,0,12,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,2
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,11,,,1,6,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,2
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,11,,,0,7,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,9999
POINT (-85.3096801 35.0456297),54,85893.56,3345,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,11,0.001425314,1,0,10,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,1
POINT (-75.1652215 39.9525839),43,490339,34420,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,12,0.020204238,1,0,7,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,1
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,12,,,1,5,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-118.2436849 34.0522342),73,12826,489,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,12,0.02527785,2,1,9,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,2
POINT (-122.6764816 45.5230622),74,71988.8,4267,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,12,0.002504692,1,1,13,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Portland, OR (BikeTown)",,,1
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,12,,,0,11,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-85.3096801 35.0456297),54,89646.15,3173,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,12,0.001862523,1,0,10,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,1
POINT (-122.410143 37.773833),42,2952805.867,250334,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,12,0.14694386,4,1,2,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",,,1
POINT (-77.0368707 38.9071923),56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,12,,,0,3,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,,2
POINT (-82.9987942 39.9611755),58,12742.18333,921,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,12,0.000540619,1,1,8,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,,1
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,12,,,0,7,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,2
POINT (-72.673371 40.909849),3,11001866.42,953531,40.909849,-72.673371,"CitiBike (New York, NY)",2019,12,0.559714323,4,1,1,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,1
POINT (-74.039894 40.724851),9999,147665.7667,19702,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,12,0.011564901,1,1,6,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,1
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,12,,,1,14,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,1
POINT (-71.0588801 42.3600825),1,1170153.233,91890,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,12,0.053938623,3,1,5,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,1
POINT (-118.2436849 34.0522342),73,313334,22513,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,12,0.013214933,1,1,9,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,1
POINT (-87.6297982 41.8781136),60,1889515.9,154344,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,12,0.090598573,3,1,4,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,1
POINT (-77.0368707 38.9071923),56,2008590.883,161077,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,12,0.094550784,3,0,3,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,,1
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,12,,,1,6,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,2
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,12,,,1,14,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,2
POINT (-79.9849659685496 40.4454577489795),29,42455,2708,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,12,0.001589572,1,0,11,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,1
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2019,12,,,1,1,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,2
POINT (-122.410143 37.773833),42,456209.2667,35702,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,12,0.930321034,4,1,2,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",,,9999
POINT (-82.9987942 39.9611755),58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,12,,,1,8,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,,2
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,12,,,0,7,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,9999
POINT (-97.7492916839957 30.2703327863944),53,108405,4723,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2019,12,0.00277236,1,0,12,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,1
POINT (-122.6764816 45.5230622),74,37691.3,2528,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,12,0.065874505,3,1,13,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Portland, OR (BikeTown)",,,9999
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,12,,,1,4,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,2
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,12,,,1,6,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,9999
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,12,,,1,14,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,9999
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,12,,,0,10,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,9999
POINT (-122.6764816 45.5230622),74,78647.05,5740,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,12,0.296717498,4,1,13,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Portland, OR (BikeTown)",,,2
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,12,,,1,5,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-118.2436849 34.0522342),73,2079,146,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,12,0.003804461,1,1,9,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,9999
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2019,12,,,1,1,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,9999
POINT (-82.9987942 39.9611755),58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,12,,,1,8,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,,9999
POINT (-122.410143 37.773833),42,159930.8,13116,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,12,0.678004652,4,1,2,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",,,2
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2019,12,,,0,12,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,2
POINT (-77.0368707 38.9071923),56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,12,,,0,3,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,,9999
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,12,,,0,10,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,12,,,1,4,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,9999
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,12,,,0,11,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,9999
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2019,12,,,0,12,1,01/02/19 through 02/02/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,9999
POINT (-122.410143 37.773833),42,3475762.133,304434,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,31,,,1,2,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"San Francisco, CA (Bay Wheels)",,,1
POINT (-85.3096801 35.0456297),54,171550.81,5270,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,31,,,0,13,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,1
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2019,31,,,0,12,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,9999
POINT (-122.6764816 45.5230622),74,162788.8167,7221,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,31,,,1,14,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Portland, OR (BikeTown)",,,1
POINT (-118.2436849 34.0522342),73,202780,12492,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,31,,,1,9,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Los Angeles, CA (Metro Bike Share)",,,1
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,31,,,1,10,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,9999
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,31,,,0,7,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,9999
POINT (-77.0368707 38.9071923),56,3629523.283,233816,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,31,,,0,3,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,,1
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2019,31,,,1,1,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"New York, NY (CitiBike)",,,9999
POINT (-82.9987942 39.9611755),58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,31,,,1,8,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Columbus, OH (CoGo)",,,9999
POINT (-77.0368707 38.9071923),56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,31,,,0,3,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,,2
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,31,,,0,7,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,2
POINT (-118.2436849 34.0522342),73,10180,314,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,31,,,1,9,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Los Angeles, CA (Metro Bike Share)",,,2
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2019,31,,,1,1,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"New York, NY (CitiBike)",,,2
POINT (-87.6297982 41.8781136),60,1223813.167,101690,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,31,,,1,4,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Chicago, IL (Divvy)",,,1
POINT (-122.6764816 45.5230622),74,54883.96667,3121,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,31,,,1,14,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Portland, OR (BikeTown)",,,9999
POINT (-71.0588801 42.3600825),1,972664.9667,71426,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,31,,,1,5,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Boston Metro, MA (Blue Bikes)",,,1
POINT (-79.9849659685496 40.4454577489795),29,72288,3261,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,31,,,0,11,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,1
POINT (-122.410143 37.773833),42,0,0,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,31,,,1,2,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"San Francisco, CA (Bay Wheels)",,,9999
POINT (-74.039894 40.724851),9999,102780.7833,14842,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,31,,,1,6,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Jersey City, NJ (CitiBike)",,,1
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,31,,,0,13,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,9999
POINT (-97.7492916839957 30.2703327863944),53,265982,14369,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2019,31,,,0,12,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,1
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,31,,,0,11,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-82.9987942 39.9611755),58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,31,,,1,8,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Columbus, OH (CoGo)",,,2
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,31,,,1,6,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Jersey City, NJ (CitiBike)",,,2
POINT (-118.2436849 34.0522342),73,3116,179,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,31,,,1,9,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Los Angeles, CA (Metro Bike Share)",,,9999
POINT (-122.410143 37.773833),42,0,0,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2019,31,,,1,2,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"San Francisco, CA (Bay Wheels)",,,2
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,31,,,1,10,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,1
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,31,,,1,4,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Chicago, IL (Divvy)",,,2
POINT (-75.1652215 39.9525839),43,576064,36872,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,31,,,0,7,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,1
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,31,,,1,5,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-77.0368707 38.9071923),56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,31,,,0,3,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,,9999
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,31,,,1,4,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Chicago, IL (Divvy)",,,9999
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2019,31,,,0,11,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,9999
POINT (-82.9987942 39.9611755),58,19360.3,1137,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2019,31,,,1,8,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Columbus, OH (CoGo)",,,1
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2019,31,,,0,12,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,2
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,31,,,1,6,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Jersey City, NJ (CitiBike)",,,9999
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2019,31,,,0,13,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-122.6764816 45.5230622),74,124999.5167,7386,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,31,,,1,14,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Portland, OR (BikeTown)",,,2
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,31,,,1,5,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-72.673371 40.909849),3,10044375.15,846973,40.909849,-72.673371,"CitiBike (New York, NY)",2019,31,,,1,1,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"New York, NY (CitiBike)",,,1
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,31,,,1,10,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,2
POINT (-74.039894 40.724851),9999,62687.25,7314,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2019,32,,,1,6,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Jersey City, NJ (CitiBike)",,,1
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2019,32,,,1,10,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,1
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,32,,,1,5,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2019,32,,,1,4,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Chicago, IL (Divvy)",,,9999
POINT (-77.0368707 38.9071923),56,,,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,32,,,0,3,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,,1
POINT (-122.6764816 45.5230622),74,42767.98333,2292,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2019,32,,,1,14,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Portland, OR (BikeTown)",,,2
POINT (-77.0368707 38.9071923),56,,,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2019,32,,,0,3,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,,2
POINT (-118.2436849 34.0522342),73,3962,136,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2019,32,,,1,9,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Los Angeles, CA (Metro Bike Share)",,,2
POINT (-75.1652215 39.9525839),43,,,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2019,32,,,0,7,0,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,1
POINT (-71.0588801 42.3600825),1,378450.2667,23567,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2019,32,,,1,5,1,03/03/19 through 03/30/19,2019 period corresponding to 2020 and 2019 beginning to end of month,1,"Boston Metro, MA (Blue Bikes)",,,1
